,SIGNGU_CD,성별,연령대별,CLASS1,카드이용건수계순위,카드이용금액계순위
0,강남구,F,10대,가전/가구,12.0,12.0
1,강남구,F,10대,가정생활/서비스,7.0,7.0
2,강남구,F,10대,교육/학원,8.0,8.0
3,강남구,F,10대,미용,11.0,9.0
4,강남구,F,10대,스포츠/문화/레저,3.0,4.0
5,강남구,F,10대,여행/교통,10.0,6.0
6,강남구,F,10대,요식/유흥,1.0,1.0
7,강남구,F,10대,유통,2.0,3.0
8,강남구,F,10대,음/식료품,5.0,11.0
9,강남구,F,10대,의료,9.0,10.0
10,강남구,F,10대,의류/잡화,6.0,5.0
11,강남구,F,10대,자동차,14.0,14.0
12,강남구,F,10대,전자상거래,4.0,2.0
13,강남구,F,10대,주유,13.0,13.0
14,강남구,F,20대,가전/가구,12.0,10.0
15,강남구,F,20대,가정생활/서비스,5.0,5.0
16,강남구,F,20대,교육/학원,11.0,12.0
17,강남구,F,20대,미용,10.0,9.0
18,강남구,F,20대,스포츠/문화/레저,6.0,8.0
19,강남구,F,20대,여행/교통,4.0,7.0
20,강남구,F,20대,요식/유흥,1.0,2.0
21,강남구,F,20대,유통,2.0,3.0
22,강남구,F,20대,음/식료품,9.0,11.0
23,강남구,F,20대,의료,7.0,4.0
24,강남구,F,20대,의류/잡화,8.0,6.0
25,강남구,F,20대,자동차,14.0,14.0
26,강남구,F,20대,전자상거래,3.0,1.0
27,강남구,F,20대,주유,13.0,13.0
28,강남구,F,30대,가전/가구,14.0,12.0
29,강남구,F,30대,가정생활/서비스,5.0,5.0
30,강남구,F,30대,교육/학원,12.0,8.0
31,강남구,F,30대,미용,10.0,10.0
32,강남구,F,30대,스포츠/문화/레저,7.0,9.0
33,강남구,F,30대,여행/교통,6.0,6.0
34,강남구,F,30대,요식/유흥,1.0,3.0
35,강남구,F,30대,유통,2.0,2.0
36,강남구,F,30대,음/식료품,9.0,13.0
37,강남구,F,30대,의료,4.0,4.0
38,강남구,F,30대,의류/잡화,8.0,7.0
39,강남구,F,30대,자동차,13.0,14.0
40,강남구,F,30대,전자상거래,3.0,1.0
41,강남구,F,30대,주유,11.0,11.0
42,강남구,F,40대,가전/가구,14.0,11.0
43,강남구,F,40대,가정생활/서비스,5.0,5.0
44,강남구,F,40대,교육/학원,10.0,6.0
45,강남구,F,40대,미용,12.0,10.0
46,강남구,F,40대,스포츠/문화/레저,6.0,8.0
47,강남구,F,40대,여행/교통,8.0,7.0
48,강남구,F,40대,요식/유흥,1.0,3.0
49,강남구,F,40대,유통,2.0,2.0
50,강남구,F,40대,음/식료품,7.0,14.0
51,강남구,F,40대,의료,4.0,4.0
52,강남구,F,40대,의류/잡화,9.0,9.0
53,강남구,F,40대,자동차,13.0,12.0
54,강남구,F,40대,전자상거래,3.0,1.0
55,강남구,F,40대,주유,11.0,13.0
56,강남구,F,50대,가전/가구,14.0,10.0
57,강남구,F,50대,가정생활/서비스,5.0,5.0
58,강남구,F,50대,교육/학원,13.0,14.0
59,강남구,F,50대,미용,11.0,11.0
60,강남구,F,50대,스포츠/문화/레저,7.0,8.0
61,강남구,F,50대,여행/교통,8.0,6.0
62,강남구,F,50대,요식/유흥,2.0,3.0
63,강남구,F,50대,유통,1.0,1.0
64,강남구,F,50대,음/식료품,6.0,9.0
65,강남구,F,50대,의료,4.0,4.0
66,강남구,F,50대,의류/잡화,9.0,7.0
67,강남구,F,50대,자동차,12.0,13.0
68,강남구,F,50대,전자상거래,3.0,2.0
69,강남구,F,50대,주유,10.0,12.0
70,강남구,F,60대,가전/가구,13.0,10.0
71,강남구,F,60대,가정생활/서비스,5.0,5.0
72,강남구,F,60대,교육/학원,14.0,14.0
73,강남구,F,60대,미용,11.0,12.0
74,강남구,F,60대,스포츠/문화/레저,7.0,6.0
75,강남구,F,60대,여행/교통,10.0,8.0
76,강남구,F,60대,요식/유흥,2.0,3.0
77,강남구,F,60대,유통,1.0,1.0
78,강남구,F,60대,음/식료품,6.0,9.0
79,강남구,F,60대,의료,3.0,2.0
80,강남구,F,60대,의류/잡화,9.0,7.0
81,강남구,F,60대,자동차,12.0,13.0
82,강남구,F,60대,전자상거래,4.0,4.0
83,강남구,F,60대,주유,8.0,11.0
84,강남구,F,70대이상,가전/가구,12.0,9.0
85,강남구,F,70대이상,가정생활/서비스,5.0,6.0
86,강남구,F,70대이상,교육/학원,14.0,14.0
87,강남구,F,70대이상,미용,11.0,11.0
88,강남구,F,70대이상,스포츠/문화/레저,9.0,10.0
89,강남구,F,70대이상,여행/교통,8.0,7.0
90,강남구,F,70대이상,요식/유흥,2.0,3.0
91,강남구,F,70대이상,유통,1.0,1.0
92,강남구,F,70대이상,음/식료품,4.0,5.0
93,강남구,F,70대이상,의료,3.0,2.0
94,강남구,F,70대이상,의류/잡화,7.0,8.0
95,강남구,F,70대이상,자동차,13.0,13.0
96,강남구,F,70대이상,전자상거래,6.0,4.0
97,강남구,F,70대이상,주유,10.0,12.0
98,강남구,M,10대,가전/가구,12.0,12.0
99,강남구,M,10대,가정생활/서비스,5.0,6.0
100,강남구,M,10대,교육/학원,8.0,10.0
101,강남구,M,10대,미용,11.0,8.0
102,강남구,M,10대,스포츠/문화/레저,3.0,4.0
103,강남구,M,10대,여행/교통,7.0,5.0
104,강남구,M,10대,요식/유흥,2.0,1.0
105,강남구,M,10대,유통,1.0,3.0
106,강남구,M,10대,음/식료품,6.0,9.0
107,강남구,M,10대,의료,9.0,11.0
108,강남구,M,10대,의류/잡화,10.0,7.0
109,강남구,M,10대,자동차,14.0,14.0
110,강남구,M,10대,전자상거래,4.0,2.0
111,강남구,M,10대,주유,13.0,13.0
112,강남구,M,20대,가전/가구,13.0,13.0
113,강남구,M,20대,가정생활/서비스,5.0,4.0
114,강남구,M,20대,교육/학원,12.0,14.0
115,강남구,M,20대,미용,9.0,9.0
116,강남구,M,20대,스포츠/문화/레저,3.0,5.0
117,강남구,M,20대,여행/교통,6.0,6.0
118,강남구,M,20대,요식/유흥,2.0,1.0
119,강남구,M,20대,유통,1.0,3.0
120,강남구,M,20대,음/식료품,8.0,11.0
121,강남구,M,20대,의료,7.0,7.0
122,강남구,M,20대,의류/잡화,10.0,8.0
123,강남구,M,20대,자동차,14.0,12.0
124,강남구,M,20대,전자상거래,4.0,2.0
125,강남구,M,20대,주유,11.0,10.0
126,강남구,M,30대,가전/가구,14.0,11.0
127,강남구,M,30대,가정생활/서비스,4.0,4.0
128,강남구,M,30대,교육/학원,13.0,14.0
129,강남구,M,30대,미용,11.0,12.0
130,강남구,M,30대,스포츠/문화/레저,6.0,8.0
131,강남구,M,30대,여행/교통,7.0,6.0
132,강남구,M,30대,요식/유흥,2.0,1.0
133,강남구,M,30대,유통,1.0,3.0
134,강남구,M,30대,음/식료품,9.0,13.0
135,강남구,M,30대,의료,5.0,5.0
136,강남구,M,30대,의류/잡화,12.0,9.0
137,강남구,M,30대,자동차,10.0,10.0
138,강남구,M,30대,전자상거래,3.0,2.0
139,강남구,M,30대,주유,8.0,7.0
140,강남구,M,40대,가전/가구,14.0,11.0
141,강남구,M,40대,가정생활/서비스,4.0,5.0
142,강남구,M,40대,교육/학원,11.0,7.0
143,강남구,M,40대,미용,10.0,14.0
144,강남구,M,40대,스포츠/문화/레저,6.0,8.0
145,강남구,M,40대,여행/교통,8.0,6.0
146,강남구,M,40대,요식/유흥,2.0,1.0
147,강남구,M,40대,유통,1.0,3.0
148,강남구,M,40대,음/식료품,9.0,13.0
149,강남구,M,40대,의료,5.0,4.0
150,강남구,M,40대,의류/잡화,13.0,12.0
151,강남구,M,40대,자동차,12.0,10.0
152,강남구,M,40대,전자상거래,3.0,2.0
153,강남구,M,40대,주유,7.0,9.0
154,강남구,M,50대,가전/가구,14.0,12.0
155,강남구,M,50대,가정생활/서비스,5.0,5.0
156,강남구,M,50대,교육/학원,13.0,11.0
157,강남구,M,50대,미용,10.0,14.0
158,강남구,M,50대,스포츠/문화/레저,7.0,8.0
159,강남구,M,50대,여행/교통,8.0,6.0
160,강남구,M,50대,요식/유흥,1.0,1.0
161,강남구,M,50대,유통,2.0,2.0
162,강남구,M,50대,음/식료품,9.0,13.0
163,강남구,M,50대,의료,3.0,3.0
164,강남구,M,50대,의류/잡화,12.0,10.0
165,강남구,M,50대,자동차,11.0,7.0
166,강남구,M,50대,전자상거래,4.0,4.0
167,강남구,M,50대,주유,6.0,9.0
168,강남구,M,60대,가전/가구,14.0,12.0
169,강남구,M,60대,가정생활/서비스,5.0,4.0
170,강남구,M,60대,교육/학원,13.0,14.0
171,강남구,M,60대,미용,11.0,13.0
172,강남구,M,60대,스포츠/문화/레저,9.0,9.0
173,강남구,M,60대,여행/교통,7.0,5.0
174,강남구,M,60대,요식/유흥,1.0,1.0
175,강남구,M,60대,유통,2.0,2.0
176,강남구,M,60대,음/식료품,8.0,10.0
177,강남구,M,60대,의료,3.0,3.0
178,강남구,M,60대,의류/잡화,12.0,11.0
179,강남구,M,60대,자동차,10.0,8.0
180,강남구,M,60대,전자상거래,6.0,6.0
181,강남구,M,60대,주유,4.0,7.0
182,강남구,M,70대이상,가전/가구,14.0,11.0
183,강남구,M,70대이상,가정생활/서비스,5.0,4.0
184,강남구,M,70대이상,교육/학원,13.0,14.0
185,강남구,M,70대이상,미용,10.0,13.0
186,강남구,M,70대이상,스포츠/문화/레저,8.0,8.0
187,강남구,M,70대이상,여행/교통,9.0,5.0
188,강남구,M,70대이상,요식/유흥,1.0,1.0
189,강남구,M,70대이상,유통,2.0,3.0
190,강남구,M,70대이상,음/식료품,6.0,10.0
191,강남구,M,70대이상,의료,3.0,2.0
192,강남구,M,70대이상,의류/잡화,11.0,12.0
193,강남구,M,70대이상,자동차,12.0,7.0
194,강남구,M,70대이상,전자상거래,7.0,9.0
195,강남구,M,70대이상,주유,4.0,6.0
196,강남구,F,10대,가전/가구,12.0,12.0
197,강남구,F,10대,가정생활/서비스,7.0,8.0
198,강남구,F,10대,교육/학원,8.0,6.0
199,강남구,F,10대,미용,10.0,7.0
200,강남구,F,10대,스포츠/문화/레저,3.0,5.0
201,강남구,F,10대,여행/교통,11.0,10.0
202,강남구,F,10대,요식/유흥,1.0,1.0
203,강남구,F,10대,유통,2.0,3.0
204,강남구,F,10대,음/식료품,5.0,11.0
205,강남구,F,10대,의료,9.0,9.0
206,강남구,F,10대,의류/잡화,6.0,4.0
207,강남구,F,10대,자동차,13.0,13.0
208,강남구,F,10대,전자상거래,4.0,2.0
209,강남구,F,10대,주유,14.0,14.0
210,강남구,F,20대,가전/가구,12.0,10.0
211,강남구,F,20대,가정생활/서비스,5.0,5.0
212,강남구,F,20대,교육/학원,11.0,12.0
213,강남구,F,20대,미용,10.0,9.0
214,강남구,F,20대,스포츠/문화/레저,6.0,8.0
215,강남구,F,20대,여행/교통,4.0,7.0
216,강남구,F,20대,요식/유흥,1.0,2.0
217,강남구,F,20대,유통,2.0,3.0
218,강남구,F,20대,음/식료품,9.0,11.0
219,강남구,F,20대,의료,7.0,4.0
220,강남구,F,20대,의류/잡화,8.0,6.0
221,강남구,F,20대,자동차,14.0,14.0
222,강남구,F,20대,전자상거래,3.0,1.0
223,강남구,F,20대,주유,13.0,13.0
224,강남구,F,30대,가전/가구,14.0,11.0
225,강남구,F,30대,가정생활/서비스,5.0,5.0
226,강남구,F,30대,교육/학원,11.0,9.0
227,강남구,F,30대,미용,10.0,10.0
228,강남구,F,30대,스포츠/문화/레저,7.0,8.0
229,강남구,F,30대,여행/교통,6.0,6.0
230,강남구,F,30대,요식/유흥,1.0,3.0
231,강남구,F,30대,유통,2.0,2.0
232,강남구,F,30대,음/식료품,9.0,13.0
233,강남구,F,30대,의료,4.0,4.0
234,강남구,F,30대,의류/잡화,8.0,7.0
235,강남구,F,30대,자동차,13.0,14.0
236,강남구,F,30대,전자상거래,3.0,1.0
237,강남구,F,30대,주유,12.0,12.0
238,강남구,F,40대,가전/가구,14.0,12.0
239,강남구,F,40대,가정생활/서비스,5.0,5.0
240,강남구,F,40대,교육/학원,10.0,6.0
241,강남구,F,40대,미용,11.0,11.0
242,강남구,F,40대,스포츠/문화/레저,6.0,9.0
243,강남구,F,40대,여행/교통,8.0,8.0
244,강남구,F,40대,요식/유흥,1.0,4.0
245,강남구,F,40대,유통,2.0,2.0
246,강남구,F,40대,음/식료품,7.0,13.0
247,강남구,F,40대,의료,4.0,3.0
248,강남구,F,40대,의류/잡화,9.0,7.0
249,강남구,F,40대,자동차,13.0,10.0
250,강남구,F,40대,전자상거래,3.0,1.0
251,강남구,F,40대,주유,12.0,14.0
252,강남구,F,50대,가전/가구,14.0,9.0
253,강남구,F,50대,가정생활/서비스,5.0,5.0
254,강남구,F,50대,교육/학원,12.0,13.0
255,강남구,F,50대,미용,11.0,10.0
256,강남구,F,50대,스포츠/문화/레저,7.0,6.0
257,강남구,F,50대,여행/교통,8.0,8.0
258,강남구,F,50대,요식/유흥,1.0,3.0
259,강남구,F,50대,유통,2.0,1.0
260,강남구,F,50대,음/식료품,6.0,11.0
261,강남구,F,50대,의료,4.0,4.0
262,강남구,F,50대,의류/잡화,9.0,7.0
263,강남구,F,50대,자동차,13.0,14.0
264,강남구,F,50대,전자상거래,3.0,2.0
265,강남구,F,50대,주유,10.0,12.0
266,강남구,F,60대,가전/가구,13.0,11.0
267,강남구,F,60대,가정생활/서비스,5.0,5.0
268,강남구,F,60대,교육/학원,14.0,14.0
269,강남구,F,60대,미용,11.0,10.0
270,강남구,F,60대,스포츠/문화/레저,7.0,9.0
271,강남구,F,60대,여행/교통,8.0,6.0
272,강남구,F,60대,요식/유흥,2.0,2.0
273,강남구,F,60대,유통,1.0,1.0
274,강남구,F,60대,음/식료품,6.0,8.0
275,강남구,F,60대,의료,3.0,4.0
276,강남구,F,60대,의류/잡화,10.0,7.0
277,강남구,F,60대,자동차,12.0,13.0
278,강남구,F,60대,전자상거래,4.0,3.0
279,강남구,F,60대,주유,9.0,12.0
280,강남구,F,70대이상,가전/가구,13.0,11.0
281,강남구,F,70대이상,가정생활/서비스,5.0,5.0
282,강남구,F,70대이상,교육/학원,12.0,14.0
283,강남구,F,70대이상,미용,7.0,9.0
284,강남구,F,70대이상,스포츠/문화/레저,9.0,8.0
285,강남구,F,70대이상,여행/교통,10.0,10.0
286,강남구,F,70대이상,요식/유흥,2.0,3.0
287,강남구,F,70대이상,유통,1.0,1.0
288,강남구,F,70대이상,음/식료품,4.0,6.0
289,강남구,F,70대이상,의료,3.0,2.0
290,강남구,F,70대이상,의류/잡화,8.0,7.0
291,강남구,F,70대이상,자동차,14.0,13.0
292,강남구,F,70대이상,전자상거래,6.0,4.0
293,강남구,F,70대이상,주유,11.0,12.0
294,강남구,M,10대,가전/가구,12.0,12.0
295,강남구,M,10대,가정생활/서비스,4.0,5.0
296,강남구,M,10대,교육/학원,8.0,8.0
297,강남구,M,10대,미용,11.0,9.0
298,강남구,M,10대,스포츠/문화/레저,3.0,4.0
299,강남구,M,10대,여행/교통,7.0,6.0
300,강남구,M,10대,요식/유흥,2.0,1.0
301,강남구,M,10대,유통,1.0,3.0
302,강남구,M,10대,음/식료품,6.0,11.0
303,강남구,M,10대,의료,9.0,10.0
304,강남구,M,10대,의류/잡화,10.0,7.0
305,강남구,M,10대,자동차,14.0,14.0
306,강남구,M,10대,전자상거래,5.0,2.0
307,강남구,M,10대,주유,13.0,13.0
308,강남구,M,20대,가전/가구,13.0,13.0
309,강남구,M,20대,가정생활/서비스,5.0,4.0
310,강남구,M,20대,교육/학원,12.0,14.0
311,강남구,M,20대,미용,9.0,10.0
312,강남구,M,20대,스포츠/문화/레저,3.0,5.0
313,강남구,M,20대,여행/교통,6.0,7.0
314,강남구,M,20대,요식/유흥,2.0,1.0
315,강남구,M,20대,유통,1.0,3.0
316,강남구,M,20대,음/식료품,8.0,12.0
317,강남구,M,20대,의료,7.0,6.0
318,강남구,M,20대,의류/잡화,11.0,8.0
319,강남구,M,20대,자동차,14.0,11.0
320,강남구,M,20대,전자상거래,4.0,2.0
321,강남구,M,20대,주유,10.0,9.0
322,강남구,M,30대,가전/가구,14.0,12.0
323,강남구,M,30대,가정생활/서비스,4.0,4.0
324,강남구,M,30대,교육/학원,13.0,14.0
325,강남구,M,30대,미용,10.0,11.0
326,강남구,M,30대,스포츠/문화/레저,5.0,7.0
327,강남구,M,30대,여행/교통,7.0,6.0
328,강남구,M,30대,요식/유흥,2.0,1.0
329,강남구,M,30대,유통,1.0,3.0
330,강남구,M,30대,음/식료품,9.0,13.0
331,강남구,M,30대,의료,6.0,5.0
332,강남구,M,30대,의류/잡화,12.0,10.0
333,강남구,M,30대,자동차,11.0,9.0
334,강남구,M,30대,전자상거래,3.0,2.0
335,강남구,M,30대,주유,8.0,8.0
336,강남구,M,40대,가전/가구,14.0,13.0
337,강남구,M,40대,가정생활/서비스,5.0,5.0
338,강남구,M,40대,교육/학원,12.0,8.0
339,강남구,M,40대,미용,10.0,14.0
340,강남구,M,40대,스포츠/문화/레저,7.0,7.0
341,강남구,M,40대,여행/교통,6.0,6.0
342,강남구,M,40대,요식/유흥,1.0,1.0
343,강남구,M,40대,유통,2.0,3.0
344,강남구,M,40대,음/식료품,9.0,11.0
345,강남구,M,40대,의료,4.0,4.0
346,강남구,M,40대,의류/잡화,13.0,10.0
347,강남구,M,40대,자동차,11.0,12.0
348,강남구,M,40대,전자상거래,3.0,2.0
349,강남구,M,40대,주유,8.0,9.0
350,강남구,M,50대,가전/가구,14.0,12.0
351,강남구,M,50대,가정생활/서비스,5.0,6.0
352,강남구,M,50대,교육/학원,13.0,11.0
353,강남구,M,50대,미용,10.0,14.0
354,강남구,M,50대,스포츠/문화/레저,6.0,7.0
355,강남구,M,50대,여행/교통,7.0,5.0
356,강남구,M,50대,요식/유흥,1.0,1.0
357,강남구,M,50대,유통,2.0,3.0
358,강남구,M,50대,음/식료품,9.0,13.0
359,강남구,M,50대,의료,4.0,2.0
360,강남구,M,50대,의류/잡화,12.0,10.0
361,강남구,M,50대,자동차,11.0,8.0
362,강남구,M,50대,전자상거래,3.0,4.0
363,강남구,M,50대,주유,8.0,9.0
364,강남구,M,60대,가전/가구,13.0,12.0
365,강남구,M,60대,가정생활/서비스,4.0,5.0
366,강남구,M,60대,교육/학원,14.0,14.0
367,강남구,M,60대,미용,11.0,13.0
368,강남구,M,60대,스포츠/문화/레저,8.0,8.0
369,강남구,M,60대,여행/교통,7.0,4.0
370,강남구,M,60대,요식/유흥,1.0,1.0
371,강남구,M,60대,유통,2.0,2.0
372,강남구,M,60대,음/식료품,9.0,11.0
373,강남구,M,60대,의료,3.0,3.0
374,강남구,M,60대,의류/잡화,12.0,10.0
375,강남구,M,60대,자동차,10.0,9.0
376,강남구,M,60대,전자상거래,6.0,6.0
377,강남구,M,60대,주유,5.0,7.0
378,강남구,M,70대이상,가전/가구,14.0,9.0
379,강남구,M,70대이상,가정생활/서비스,4.0,7.0
380,강남구,M,70대이상,교육/학원,13.0,14.0
381,강남구,M,70대이상,미용,10.0,13.0
382,강남구,M,70대이상,스포츠/문화/레저,8.0,6.0
383,강남구,M,70대이상,여행/교통,7.0,4.0
384,강남구,M,70대이상,요식/유흥,1.0,1.0
385,강남구,M,70대이상,유통,2.0,3.0
386,강남구,M,70대이상,음/식료품,6.0,10.0
387,강남구,M,70대이상,의료,3.0,2.0
388,강남구,M,70대이상,의류/잡화,11.0,11.0
389,강남구,M,70대이상,자동차,12.0,12.0
390,강남구,M,70대이상,전자상거래,9.0,5.0
391,강남구,M,70대이상,주유,5.0,8.0
392,강동구,F,10대,가전/가구,12.0,12.0
393,강동구,F,10대,가정생활/서비스,6.0,7.0
394,강동구,F,10대,교육/학원,9.0,9.0
395,강동구,F,10대,미용,11.0,10.0
396,강동구,F,10대,스포츠/문화/레저,4.0,4.0
397,강동구,F,10대,여행/교통,10.0,8.0
398,강동구,F,10대,요식/유흥,1.0,1.0
399,강동구,F,10대,유통,2.0,2.0
400,강동구,F,10대,음/식료품,5.0,11.0
401,강동구,F,10대,의료,8.0,6.0
402,강동구,F,10대,의류/잡화,7.0,5.0
403,강동구,F,10대,자동차,14.0,14.0
404,강동구,F,10대,전자상거래,3.0,3.0
405,강동구,F,10대,주유,13.0,13.0
406,강동구,F,20대,가전/가구,13.0,13.0
407,강동구,F,20대,가정생활/서비스,6.0,4.0
408,강동구,F,20대,교육/학원,10.0,11.0
409,강동구,F,20대,미용,11.0,9.0
410,강동구,F,20대,스포츠/문화/레저,5.0,7.0
411,강동구,F,20대,여행/교통,7.0,8.0
412,강동구,F,20대,요식/유흥,1.0,2.0
413,강동구,F,20대,유통,2.0,3.0
414,강동구,F,20대,음/식료품,9.0,10.0
415,강동구,F,20대,의료,4.0,5.0
416,강동구,F,20대,의류/잡화,8.0,6.0
417,강동구,F,20대,자동차,14.0,14.0
418,강동구,F,20대,전자상거래,3.0,1.0
419,강동구,F,20대,주유,12.0,12.0
420,강동구,F,30대,가전/가구,14.0,12.0
421,강동구,F,30대,가정생활/서비스,5.0,5.0
422,강동구,F,30대,교육/학원,11.0,6.0
423,강동구,F,30대,미용,12.0,11.0
424,강동구,F,30대,스포츠/문화/레저,7.0,8.0
425,강동구,F,30대,여행/교통,8.0,10.0
426,강동구,F,30대,요식/유흥,2.0,3.0
427,강동구,F,30대,유통,1.0,2.0
428,강동구,F,30대,음/식료품,6.0,14.0
429,강동구,F,30대,의료,4.0,4.0
430,강동구,F,30대,의류/잡화,9.0,9.0
431,강동구,F,30대,자동차,13.0,7.0
432,강동구,F,30대,전자상거래,3.0,1.0
433,강동구,F,30대,주유,10.0,13.0
434,강동구,F,40대,가전/가구,14.0,7.0
435,강동구,F,40대,가정생활/서비스,5.0,4.0
436,강동구,F,40대,교육/학원,10.0,6.0
437,강동구,F,40대,미용,12.0,14.0
438,강동구,F,40대,스포츠/문화/레저,7.0,8.0
439,강동구,F,40대,여행/교통,11.0,11.0
440,강동구,F,40대,요식/유흥,2.0,3.0
441,강동구,F,40대,유통,1.0,2.0
442,강동구,F,40대,음/식료품,6.0,10.0
443,강동구,F,40대,의료,4.0,5.0
444,강동구,F,40대,의류/잡화,9.0,9.0
445,강동구,F,40대,자동차,13.0,13.0
446,강동구,F,40대,전자상거래,3.0,1.0
447,강동구,F,40대,주유,8.0,12.0
448,강동구,F,50대,가전/가구,13.0,7.0
449,강동구,F,50대,가정생활/서비스,5.0,4.0
450,강동구,F,50대,교육/학원,14.0,14.0
451,강동구,F,50대,미용,10.0,12.0
452,강동구,F,50대,스포츠/문화/레저,7.0,10.0
453,강동구,F,50대,여행/교통,11.0,13.0
454,강동구,F,50대,요식/유흥,2.0,3.0
455,강동구,F,50대,유통,1.0,1.0
456,강동구,F,50대,음/식료품,6.0,6.0
457,강동구,F,50대,의료,3.0,5.0
458,강동구,F,50대,의류/잡화,9.0,8.0
459,강동구,F,50대,자동차,12.0,11.0
460,강동구,F,50대,전자상거래,4.0,2.0
461,강동구,F,50대,주유,8.0,9.0
462,강동구,F,60대,가전/가구,13.0,9.0
463,강동구,F,60대,가정생활/서비스,5.0,5.0
464,강동구,F,60대,교육/학원,14.0,14.0
465,강동구,F,60대,미용,9.0,12.0
466,강동구,F,60대,스포츠/문화/레저,10.0,10.0
467,강동구,F,60대,여행/교통,11.0,13.0
468,강동구,F,60대,요식/유흥,2.0,3.0
469,강동구,F,60대,유통,1.0,1.0
470,강동구,F,60대,음/식료품,4.0,6.0
471,강동구,F,60대,의료,3.0,2.0
472,강동구,F,60대,의류/잡화,8.0,7.0
473,강동구,F,60대,자동차,12.0,11.0
474,강동구,F,60대,전자상거래,6.0,4.0
475,강동구,F,60대,주유,7.0,8.0
476,강동구,F,70대이상,가전/가구,12.0,8.0
477,강동구,F,70대이상,가정생활/서비스,5.0,5.0
478,강동구,F,70대이상,교육/학원,14.0,13.0
479,강동구,F,70대이상,미용,9.0,10.0
480,강동구,F,70대이상,스포츠/문화/레저,10.0,9.0
481,강동구,F,70대이상,여행/교통,11.0,12.0
482,강동구,F,70대이상,요식/유흥,3.0,3.0
483,강동구,F,70대이상,유통,1.0,1.0
484,강동구,F,70대이상,음/식료품,4.0,6.0
485,강동구,F,70대이상,의료,2.0,2.0
486,강동구,F,70대이상,의류/잡화,7.0,7.0
487,강동구,F,70대이상,자동차,13.0,14.0
488,강동구,F,70대이상,전자상거래,6.0,4.0
489,강동구,F,70대이상,주유,8.0,11.0
490,강동구,M,10대,가전/가구,12.0,13.0
491,강동구,M,10대,가정생활/서비스,6.0,5.0
492,강동구,M,10대,교육/학원,9.0,11.0
493,강동구,M,10대,미용,8.0,8.0
494,강동구,M,10대,스포츠/문화/레저,2.0,4.0
495,강동구,M,10대,여행/교통,10.0,6.0
496,강동구,M,10대,요식/유흥,3.0,1.0
497,강동구,M,10대,유통,1.0,3.0
498,강동구,M,10대,음/식료품,5.0,9.0
499,강동구,M,10대,의료,7.0,10.0
500,강동구,M,10대,의류/잡화,11.0,7.0
501,강동구,M,10대,자동차,14.0,14.0
502,강동구,M,10대,전자상거래,4.0,2.0
503,강동구,M,10대,주유,13.0,12.0
504,강동구,M,20대,가전/가구,12.0,13.0
505,강동구,M,20대,가정생활/서비스,5.0,4.0
506,강동구,M,20대,교육/학원,14.0,14.0
507,강동구,M,20대,미용,10.0,11.0
508,강동구,M,20대,스포츠/문화/레저,3.0,5.0
509,강동구,M,20대,여행/교통,8.0,7.0
510,강동구,M,20대,요식/유흥,2.0,1.0
511,강동구,M,20대,유통,1.0,3.0
512,강동구,M,20대,음/식료품,6.0,12.0
513,강동구,M,20대,의료,7.0,6.0
514,강동구,M,20대,의류/잡화,11.0,9.0
515,강동구,M,20대,자동차,13.0,10.0
516,강동구,M,20대,전자상거래,4.0,2.0
517,강동구,M,20대,주유,9.0,8.0
518,강동구,M,30대,가전/가구,14.0,13.0
519,강동구,M,30대,가정생활/서비스,4.0,4.0
520,강동구,M,30대,교육/학원,13.0,14.0
521,강동구,M,30대,미용,12.0,11.0
522,강동구,M,30대,스포츠/문화/레저,6.0,8.0
523,강동구,M,30대,여행/교통,9.0,9.0
524,강동구,M,30대,요식/유흥,2.0,1.0
525,강동구,M,30대,유통,1.0,3.0
526,강동구,M,30대,음/식료품,8.0,12.0
527,강동구,M,30대,의료,5.0,5.0
528,강동구,M,30대,의류/잡화,11.0,10.0
529,강동구,M,30대,자동차,10.0,7.0
530,강동구,M,30대,전자상거래,3.0,2.0
531,강동구,M,30대,주유,7.0,6.0
532,강동구,M,40대,가전/가구,14.0,11.0
533,강동구,M,40대,가정생활/서비스,5.0,4.0
534,강동구,M,40대,교육/학원,12.0,8.0
535,강동구,M,40대,미용,11.0,14.0
536,강동구,M,40대,스포츠/문화/레저,8.0,9.0
537,강동구,M,40대,여행/교통,9.0,10.0
538,강동구,M,40대,요식/유흥,2.0,1.0
539,강동구,M,40대,유통,1.0,2.0
540,강동구,M,40대,음/식료품,7.0,12.0
541,강동구,M,40대,의료,4.0,5.0
542,강동구,M,40대,의류/잡화,13.0,13.0
543,강동구,M,40대,자동차,10.0,7.0
544,강동구,M,40대,전자상거래,3.0,3.0
545,강동구,M,40대,주유,6.0,6.0
546,강동구,M,50대,가전/가구,13.0,11.0
547,강동구,M,50대,가정생활/서비스,5.0,3.0
548,강동구,M,50대,교육/학원,14.0,13.0
549,강동구,M,50대,미용,11.0,14.0
550,강동구,M,50대,스포츠/문화/레저,8.0,8.0
551,강동구,M,50대,여행/교통,9.0,10.0
552,강동구,M,50대,요식/유흥,2.0,1.0
553,강동구,M,50대,유통,1.0,2.0
554,강동구,M,50대,음/식료품,6.0,9.0
555,강동구,M,50대,의료,3.0,5.0
556,강동구,M,50대,의류/잡화,12.0,12.0
557,강동구,M,50대,자동차,10.0,7.0
