,SIGNGU_CD,성별,연령대별,CLASS1,카드이용건수계순위,카드이용금액계순위
2823,광진구,F,70대이상,음/식료품,4.0,5.0
2824,광진구,F,70대이상,의료,3.0,2.0
2825,광진구,F,70대이상,의류/잡화,7.0,9.0
2826,광진구,F,70대이상,자동차,13.0,13.0
2827,광진구,F,70대이상,전자상거래,6.0,7.0
2828,광진구,F,70대이상,주유,9.0,12.0
2829,광진구,M,10대,가전/가구,8.0,11.0
2830,광진구,M,10대,가정생활/서비스,6.0,5.0
2831,광진구,M,10대,교육/학원,13.0,14.0
2832,광진구,M,10대,미용,10.0,10.0
2833,광진구,M,10대,스포츠/문화/레저,3.0,4.0
2834,광진구,M,10대,여행/교통,9.0,6.0
2835,광진구,M,10대,요식/유흥,1.0,1.0
2836,광진구,M,10대,유통,2.0,2.0
2837,광진구,M,10대,음/식료품,5.0,8.0
2838,광진구,M,10대,의료,7.0,9.0
2839,광진구,M,10대,의류/잡화,11.0,7.0
2840,광진구,M,10대,자동차,14.0,13.0
2841,광진구,M,10대,전자상거래,4.0,3.0
2842,광진구,M,10대,주유,12.0,12.0
2843,광진구,M,20대,가전/가구,9.0,11.0
2844,광진구,M,20대,가정생활/서비스,5.0,4.0
2845,광진구,M,20대,교육/학원,13.0,13.0
2846,광진구,M,20대,미용,10.0,10.0
2847,광진구,M,20대,스포츠/문화/레저,4.0,5.0
2848,광진구,M,20대,여행/교통,8.0,7.0
2849,광진구,M,20대,요식/유흥,2.0,1.0
2850,광진구,M,20대,유통,1.0,2.0
2851,광진구,M,20대,음/식료품,7.0,12.0
2852,광진구,M,20대,의료,6.0,6.0
2853,광진구,M,20대,의류/잡화,12.0,8.0
2854,광진구,M,20대,자동차,14.0,14.0
2855,광진구,M,20대,전자상거래,3.0,3.0
2856,광진구,M,20대,주유,11.0,9.0
2857,광진구,M,30대,가전/가구,13.0,10.0
2858,광진구,M,30대,가정생활/서비스,4.0,4.0
2859,광진구,M,30대,교육/학원,14.0,14.0
2860,광진구,M,30대,미용,10.0,13.0
2861,광진구,M,30대,스포츠/문화/레저,6.0,8.0
2862,광진구,M,30대,여행/교통,9.0,7.0
2863,광진구,M,30대,요식/유흥,2.0,1.0
2864,광진구,M,30대,유통,1.0,2.0
2865,광진구,M,30대,음/식료품,8.0,11.0
2866,광진구,M,30대,의료,5.0,5.0
2867,광진구,M,30대,의류/잡화,12.0,9.0
2868,광진구,M,30대,자동차,11.0,12.0
2869,광진구,M,30대,전자상거래,3.0,3.0
2870,광진구,M,30대,주유,7.0,6.0
2871,광진구,M,40대,가전/가구,14.0,7.0
2872,광진구,M,40대,가정생활/서비스,5.0,4.0
2873,광진구,M,40대,교육/학원,13.0,10.0
2874,광진구,M,40대,미용,10.0,13.0
2875,광진구,M,40대,스포츠/문화/레저,7.0,9.0
2876,광진구,M,40대,여행/교통,9.0,8.0
2877,광진구,M,40대,요식/유흥,2.0,1.0
2878,광진구,M,40대,유통,1.0,2.0
2879,광진구,M,40대,음/식료품,8.0,11.0
2880,광진구,M,40대,의료,4.0,5.0
2881,광진구,M,40대,의류/잡화,12.0,12.0
2882,광진구,M,40대,자동차,11.0,14.0
2883,광진구,M,40대,전자상거래,3.0,3.0
2884,광진구,M,40대,주유,6.0,6.0
2885,광진구,M,50대,가전/가구,13.0,13.0
2886,광진구,M,50대,가정생활/서비스,4.0,3.0
2887,광진구,M,50대,교육/학원,14.0,12.0
2888,광진구,M,50대,미용,10.0,14.0
2889,광진구,M,50대,스포츠/문화/레저,8.0,9.0
2890,광진구,M,50대,여행/교통,9.0,8.0
2891,광진구,M,50대,요식/유흥,2.0,1.0
2892,광진구,M,50대,유통,1.0,2.0
2893,광진구,M,50대,음/식료품,7.0,10.0
2894,광진구,M,50대,의료,3.0,6.0
2895,광진구,M,50대,의류/잡화,12.0,11.0
2896,광진구,M,50대,자동차,11.0,7.0
2897,광진구,M,50대,전자상거래,6.0,4.0
2898,광진구,M,50대,주유,5.0,5.0
2899,광진구,M,60대,가전/가구,13.0,10.0
2900,광진구,M,60대,가정생활/서비스,5.0,5.0
2901,광진구,M,60대,교육/학원,14.0,13.0
2902,광진구,M,60대,미용,11.0,14.0
2903,광진구,M,60대,스포츠/문화/레저,8.0,11.0
2904,광진구,M,60대,여행/교통,9.0,8.0
2905,광진구,M,60대,요식/유흥,2.0,1.0
2906,광진구,M,60대,유통,1.0,2.0
2907,광진구,M,60대,음/식료품,6.0,7.0
2908,광진구,M,60대,의료,3.0,4.0
2909,광진구,M,60대,의류/잡화,12.0,12.0
2910,광진구,M,60대,자동차,10.0,9.0
2911,광진구,M,60대,전자상거래,7.0,6.0
2912,광진구,M,60대,주유,4.0,3.0
2913,광진구,M,70대이상,가전/가구,11.0,6.0
2914,광진구,M,70대이상,가정생활/서비스,5.0,4.0
2915,광진구,M,70대이상,교육/학원,14.0,14.0
2916,광진구,M,70대이상,미용,7.0,13.0
2917,광진구,M,70대이상,스포츠/문화/레저,8.0,9.0
2918,광진구,M,70대이상,여행/교통,13.0,11.0
2919,광진구,M,70대이상,요식/유흥,3.0,2.0
2920,광진구,M,70대이상,유통,1.0,3.0
2921,광진구,M,70대이상,음/식료품,6.0,7.0
2922,광진구,M,70대이상,의료,2.0,1.0
2923,광진구,M,70대이상,의류/잡화,9.0,8.0
2924,광진구,M,70대이상,자동차,12.0,10.0
2925,광진구,M,70대이상,전자상거래,10.0,12.0
2926,광진구,M,70대이상,주유,4.0,5.0
2927,광진구,F,10대,가전/가구,7.0,12.0
2928,광진구,F,10대,가정생활/서비스,8.0,6.0
2929,광진구,F,10대,교육/학원,10.0,10.0
2930,광진구,F,10대,미용,9.0,8.0
2931,광진구,F,10대,스포츠/문화/레저,4.0,5.0
2932,광진구,F,10대,여행/교통,12.0,9.0
2933,광진구,F,10대,요식/유흥,2.0,1.0
2934,광진구,F,10대,유통,1.0,2.0
2935,광진구,F,10대,음/식료품,6.0,11.0
2936,광진구,F,10대,의료,11.0,7.0
2937,광진구,F,10대,의류/잡화,5.0,3.0
2938,광진구,F,10대,전자상거래,3.0,4.0
2939,광진구,F,20대,가전/가구,11.0,11.0
2940,광진구,F,20대,가정생활/서비스,4.0,5.0
2941,광진구,F,20대,교육/학원,12.0,12.0
2942,광진구,F,20대,미용,10.0,9.0
2943,광진구,F,20대,스포츠/문화/레저,7.0,8.0
2944,광진구,F,20대,여행/교통,9.0,7.0
2945,광진구,F,20대,요식/유흥,1.0,1.0
2946,광진구,F,20대,유통,2.0,3.0
2947,광진구,F,20대,음/식료품,5.0,10.0
2948,광진구,F,20대,의료,8.0,4.0
2949,광진구,F,20대,의류/잡화,6.0,6.0
2950,광진구,F,20대,자동차,14.0,14.0
2951,광진구,F,20대,전자상거래,3.0,2.0
2952,광진구,F,20대,주유,13.0,13.0
2953,광진구,F,30대,가전/가구,14.0,11.0
2954,광진구,F,30대,가정생활/서비스,5.0,5.0
2955,광진구,F,30대,교육/학원,11.0,10.0
2956,광진구,F,30대,미용,10.0,9.0
2957,광진구,F,30대,스포츠/문화/레저,8.0,8.0
2958,광진구,F,30대,여행/교통,6.0,6.0
2959,광진구,F,30대,요식/유흥,1.0,3.0
2960,광진구,F,30대,유통,2.0,2.0
2961,광진구,F,30대,음/식료품,7.0,12.0
2962,광진구,F,30대,의료,4.0,4.0
2963,광진구,F,30대,의류/잡화,9.0,7.0
2964,광진구,F,30대,자동차,13.0,14.0
2965,광진구,F,30대,전자상거래,3.0,1.0
2966,광진구,F,30대,주유,12.0,13.0
2967,광진구,F,40대,가전/가구,13.0,12.0
2968,광진구,F,40대,가정생활/서비스,5.0,6.0
2969,광진구,F,40대,교육/학원,11.0,7.0
2970,광진구,F,40대,미용,9.0,8.0
2971,광진구,F,40대,스포츠/문화/레저,6.0,9.0
2972,광진구,F,40대,여행/교통,8.0,5.0
2973,광진구,F,40대,요식/유흥,2.0,3.0
2974,광진구,F,40대,유통,1.0,1.0
2975,광진구,F,40대,음/식료품,7.0,11.0
2976,광진구,F,40대,의료,4.0,4.0
2977,광진구,F,40대,의류/잡화,10.0,10.0
2978,광진구,F,40대,자동차,14.0,14.0
2979,광진구,F,40대,전자상거래,3.0,2.0
2980,광진구,F,40대,주유,12.0,13.0
2981,광진구,F,50대,가전/가구,13.0,6.0
2982,광진구,F,50대,가정생활/서비스,5.0,4.0
2983,광진구,F,50대,교육/학원,12.0,13.0
2984,광진구,F,50대,미용,8.0,12.0
2985,광진구,F,50대,스포츠/문화/레저,7.0,8.0
2986,광진구,F,50대,여행/교통,10.0,7.0
2987,광진구,F,50대,요식/유흥,2.0,3.0
2988,광진구,F,50대,유통,1.0,1.0
2989,광진구,F,50대,음/식료품,6.0,10.0
2990,광진구,F,50대,의료,4.0,5.0
2991,광진구,F,50대,의류/잡화,11.0,9.0
2992,광진구,F,50대,자동차,14.0,14.0
2993,광진구,F,50대,전자상거래,3.0,2.0
2994,광진구,F,50대,주유,9.0,11.0
2995,광진구,F,60대,가전/가구,12.0,10.0
2996,광진구,F,60대,가정생활/서비스,5.0,5.0
2997,광진구,F,60대,교육/학원,14.0,14.0
2998,광진구,F,60대,미용,9.0,11.0
2999,광진구,F,60대,스포츠/문화/레저,10.0,7.0
3000,광진구,F,60대,여행/교통,11.0,12.0
3001,광진구,F,60대,요식/유흥,2.0,3.0
3002,광진구,F,60대,유통,1.0,1.0
3003,광진구,F,60대,음/식료품,6.0,6.0
3004,광진구,F,60대,의료,3.0,2.0
3005,광진구,F,60대,의류/잡화,7.0,8.0
3006,광진구,F,60대,자동차,13.0,13.0
3007,광진구,F,60대,전자상거래,4.0,4.0
3008,광진구,F,60대,주유,8.0,9.0
3009,광진구,F,70대이상,가전/가구,12.0,11.0
3010,광진구,F,70대이상,가정생활/서비스,5.0,7.0
3011,광진구,F,70대이상,교육/학원,14.0,14.0
3012,광진구,F,70대이상,미용,9.0,9.0
3013,광진구,F,70대이상,스포츠/문화/레저,8.0,6.0
3014,광진구,F,70대이상,여행/교통,7.0,4.0
3015,광진구,F,70대이상,요식/유흥,3.0,3.0
3016,광진구,F,70대이상,유통,1.0,2.0
3017,광진구,F,70대이상,음/식료품,4.0,8.0
3018,광진구,F,70대이상,의료,2.0,1.0
3019,광진구,F,70대이상,의류/잡화,10.0,10.0
3020,광진구,F,70대이상,자동차,13.0,13.0
3021,광진구,F,70대이상,전자상거래,6.0,5.0
3022,광진구,F,70대이상,주유,11.0,12.0
3023,광진구,M,10대,가전/가구,5.0,10.0
3024,광진구,M,10대,가정생활/서비스,7.0,7.0
3025,광진구,M,10대,교육/학원,12.0,12.0
3026,광진구,M,10대,미용,10.0,8.0
3027,광진구,M,10대,스포츠/문화/레저,3.0,3.0
3028,광진구,M,10대,여행/교통,9.0,6.0
3029,광진구,M,10대,요식/유흥,2.0,1.0
3030,광진구,M,10대,유통,1.0,2.0
3031,광진구,M,10대,음/식료품,4.0,9.0
3032,광진구,M,10대,의료,11.0,11.0
3033,광진구,M,10대,의류/잡화,8.0,4.0
3034,광진구,M,10대,자동차,14.0,14.0
3035,광진구,M,10대,전자상거래,6.0,5.0
3036,광진구,M,10대,주유,13.0,13.0
3037,광진구,M,20대,가전/가구,6.0,11.0
3038,광진구,M,20대,가정생활/서비스,5.0,4.0
3039,광진구,M,20대,교육/학원,12.0,13.0
3040,광진구,M,20대,미용,10.0,9.0
3041,광진구,M,20대,스포츠/문화/레저,4.0,5.0
3042,광진구,M,20대,여행/교통,8.0,7.0
3043,광진구,M,20대,요식/유흥,1.0,1.0
3044,광진구,M,20대,유통,2.0,3.0
3045,광진구,M,20대,음/식료품,7.0,10.0
3046,광진구,M,20대,의료,9.0,6.0
3047,광진구,M,20대,의류/잡화,11.0,8.0
3048,광진구,M,20대,자동차,14.0,14.0
3049,광진구,M,20대,전자상거래,3.0,2.0
3050,광진구,M,20대,주유,13.0,12.0
3051,광진구,M,30대,가전/가구,11.0,12.0
3052,광진구,M,30대,가정생활/서비스,4.0,4.0
3053,광진구,M,30대,교육/학원,14.0,14.0
3054,광진구,M,30대,미용,10.0,11.0
3055,광진구,M,30대,스포츠/문화/레저,6.0,7.0
3056,광진구,M,30대,여행/교통,7.0,6.0
3057,광진구,M,30대,요식/유흥,2.0,1.0
3058,광진구,M,30대,유통,1.0,3.0
3059,광진구,M,30대,음/식료품,8.0,10.0
3060,광진구,M,30대,의료,5.0,5.0
3061,광진구,M,30대,의류/잡화,12.0,9.0
3062,광진구,M,30대,자동차,13.0,13.0
3063,광진구,M,30대,전자상거래,3.0,2.0
3064,광진구,M,30대,주유,9.0,8.0
3065,광진구,M,40대,가전/가구,14.0,13.0
3066,광진구,M,40대,가정생활/서비스,4.0,5.0
3067,광진구,M,40대,교육/학원,13.0,11.0
3068,광진구,M,40대,미용,10.0,9.0
3069,광진구,M,40대,스포츠/문화/레저,6.0,7.0
3070,광진구,M,40대,여행/교통,9.0,8.0
3071,광진구,M,40대,요식/유흥,2.0,2.0
3072,광진구,M,40대,유통,1.0,3.0
3073,광진구,M,40대,음/식료품,7.0,10.0
3074,광진구,M,40대,의료,5.0,1.0
3075,광진구,M,40대,의류/잡화,12.0,12.0
3076,광진구,M,40대,자동차,11.0,14.0
3077,광진구,M,40대,전자상거래,3.0,4.0
3078,광진구,M,40대,주유,8.0,6.0
3079,광진구,M,50대,가전/가구,13.0,13.0
3080,광진구,M,50대,가정생활/서비스,4.0,5.0
3081,광진구,M,50대,교육/학원,14.0,14.0
3082,광진구,M,50대,미용,11.0,12.0
3083,광진구,M,50대,스포츠/문화/레저,9.0,9.0
3084,광진구,M,50대,여행/교통,7.0,6.0
3085,광진구,M,50대,요식/유흥,1.0,1.0
3086,광진구,M,50대,유통,2.0,2.0
3087,광진구,M,50대,음/식료품,8.0,10.0
3088,광진구,M,50대,의료,3.0,4.0
3089,광진구,M,50대,의류/잡화,12.0,8.0
3090,광진구,M,50대,자동차,10.0,11.0
3091,광진구,M,50대,전자상거래,5.0,3.0
3092,광진구,M,50대,주유,6.0,7.0
3093,광진구,M,60대,가전/가구,13.0,10.0
3094,광진구,M,60대,가정생활/서비스,5.0,6.0
3095,광진구,M,60대,교육/학원,14.0,13.0
3096,광진구,M,60대,미용,11.0,14.0
3097,광진구,M,60대,스포츠/문화/레저,9.0,11.0
3098,광진구,M,60대,여행/교통,8.0,7.0
3099,광진구,M,60대,요식/유흥,1.0,2.0
3100,광진구,M,60대,유통,2.0,3.0
3101,광진구,M,60대,음/식료품,7.0,9.0
3102,광진구,M,60대,의료,3.0,4.0
3103,광진구,M,60대,의류/잡화,12.0,12.0
3104,광진구,M,60대,자동차,10.0,1.0
3105,광진구,M,60대,전자상거래,6.0,8.0
3106,광진구,M,60대,주유,4.0,5.0
3107,광진구,M,70대이상,가전/가구,13.0,13.0
3108,광진구,M,70대이상,가정생활/서비스,5.0,5.0
3109,광진구,M,70대이상,교육/학원,14.0,14.0
3110,광진구,M,70대이상,미용,11.0,11.0
3111,광진구,M,70대이상,스포츠/문화/레저,7.0,7.0
3112,광진구,M,70대이상,여행/교통,8.0,8.0
3113,광진구,M,70대이상,요식/유흥,1.0,2.0
3114,광진구,M,70대이상,유통,2.0,3.0
3115,광진구,M,70대이상,음/식료품,6.0,6.0
3116,광진구,M,70대이상,의료,3.0,1.0
3117,광진구,M,70대이상,의류/잡화,9.0,10.0
3118,광진구,M,70대이상,자동차,12.0,12.0
3119,광진구,M,70대이상,전자상거래,10.0,9.0
3120,광진구,M,70대이상,주유,4.0,4.0
3121,구로구,F,10대,가전/가구,12.0,12.0
3122,구로구,F,10대,가정생활/서비스,5.0,7.0
3123,구로구,F,10대,교육/학원,10.0,10.0
3124,구로구,F,10대,미용,11.0,9.0
3125,구로구,F,10대,스포츠/문화/레저,4.0,5.0
3126,구로구,F,10대,여행/교통,9.0,8.0
3127,구로구,F,10대,요식/유흥,1.0,1.0
3128,구로구,F,10대,유통,2.0,3.0
3129,구로구,F,10대,음/식료품,6.0,11.0
3130,구로구,F,10대,의료,8.0,4.0
3131,구로구,F,10대,의류/잡화,7.0,6.0
3132,구로구,F,10대,자동차,14.0,14.0
3133,구로구,F,10대,전자상거래,3.0,2.0
3134,구로구,F,10대,주유,13.0,13.0
3135,구로구,F,20대,가전/가구,12.0,10.0
3136,구로구,F,20대,가정생활/서비스,6.0,4.0
3137,구로구,F,20대,교육/학원,11.0,11.0
3138,구로구,F,20대,미용,10.0,9.0
3139,구로구,F,20대,스포츠/문화/레저,5.0,7.0
3140,구로구,F,20대,여행/교통,7.0,6.0
3141,구로구,F,20대,요식/유흥,1.0,2.0
3142,구로구,F,20대,유통,2.0,3.0
3143,구로구,F,20대,음/식료품,9.0,13.0
3144,구로구,F,20대,의료,4.0,5.0
3145,구로구,F,20대,의류/잡화,8.0,8.0
3146,구로구,F,20대,자동차,14.0,12.0
3147,구로구,F,20대,전자상거래,3.0,1.0
3148,구로구,F,20대,주유,13.0,14.0
3149,구로구,F,30대,가전/가구,13.0,13.0
3150,구로구,F,30대,가정생활/서비스,5.0,4.0
3151,구로구,F,30대,교육/학원,11.0,6.0
3152,구로구,F,30대,미용,12.0,11.0
3153,구로구,F,30대,스포츠/문화/레저,7.0,8.0
3154,구로구,F,30대,여행/교통,8.0,7.0
3155,구로구,F,30대,요식/유흥,2.0,3.0
3156,구로구,F,30대,유통,1.0,2.0
3157,구로구,F,30대,음/식료품,6.0,14.0
3158,구로구,F,30대,의료,4.0,5.0
3159,구로구,F,30대,의류/잡화,9.0,9.0
3160,구로구,F,30대,자동차,14.0,10.0
3161,구로구,F,30대,전자상거래,3.0,1.0
3162,구로구,F,30대,주유,10.0,12.0
3163,구로구,F,40대,가전/가구,13.0,7.0
3164,구로구,F,40대,가정생활/서비스,5.0,4.0
3165,구로구,F,40대,교육/학원,12.0,6.0
3166,구로구,F,40대,미용,11.0,14.0
3167,구로구,F,40대,스포츠/문화/레저,7.0,8.0
3168,구로구,F,40대,여행/교통,10.0,11.0
3169,구로구,F,40대,요식/유흥,2.0,3.0
3170,구로구,F,40대,유통,1.0,2.0
3171,구로구,F,40대,음/식료품,6.0,12.0
3172,구로구,F,40대,의료,4.0,5.0
3173,구로구,F,40대,의류/잡화,9.0,9.0
3174,구로구,F,40대,자동차,14.0,13.0
3175,구로구,F,40대,전자상거래,3.0,1.0
3176,구로구,F,40대,주유,8.0,10.0
3177,구로구,F,50대,가전/가구,12.0,8.0
3178,구로구,F,50대,가정생활/서비스,5.0,5.0
3179,구로구,F,50대,교육/학원,14.0,14.0
3180,구로구,F,50대,미용,9.0,12.0
3181,구로구,F,50대,스포츠/문화/레저,8.0,11.0
3182,구로구,F,50대,여행/교통,11.0,13.0
3183,구로구,F,50대,요식/유흥,2.0,3.0
3184,구로구,F,50대,유통,1.0,1.0
3185,구로구,F,50대,음/식료품,6.0,7.0
3186,구로구,F,50대,의료,3.0,4.0
3187,구로구,F,50대,의류/잡화,10.0,9.0
3188,구로구,F,50대,자동차,13.0,6.0
3189,구로구,F,50대,전자상거래,4.0,2.0
3190,구로구,F,50대,주유,7.0,10.0
3191,구로구,F,60대,가전/가구,12.0,7.0
3192,구로구,F,60대,가정생활/서비스,5.0,5.0
3193,구로구,F,60대,교육/학원,14.0,14.0
3194,구로구,F,60대,미용,9.0,11.0
3195,구로구,F,60대,스포츠/문화/레저,10.0,10.0
3196,구로구,F,60대,여행/교통,11.0,12.0
3197,구로구,F,60대,요식/유흥,2.0,3.0
3198,구로구,F,60대,유통,1.0,1.0
3199,구로구,F,60대,음/식료품,4.0,6.0
3200,구로구,F,60대,의료,3.0,2.0
3201,구로구,F,60대,의류/잡화,8.0,8.0
3202,구로구,F,60대,자동차,13.0,13.0
3203,구로구,F,60대,전자상거래,6.0,4.0
3204,구로구,F,60대,주유,7.0,9.0
3205,구로구,F,70대이상,가전/가구,12.0,11.0
3206,구로구,F,70대이상,가정생활/서비스,5.0,5.0
3207,구로구,F,70대이상,교육/학원,14.0,14.0
3208,구로구,F,70대이상,미용,7.0,8.0
3209,구로구,F,70대이상,스포츠/문화/레저,10.0,10.0
3210,구로구,F,70대이상,여행/교통,11.0,13.0
3211,구로구,F,70대이상,요식/유흥,3.0,3.0
3212,구로구,F,70대이상,유통,1.0,1.0
3213,구로구,F,70대이상,음/식료품,4.0,6.0
3214,구로구,F,70대이상,의료,2.0,2.0
3215,구로구,F,70대이상,의류/잡화,9.0,7.0
3216,구로구,F,70대이상,자동차,13.0,12.0
3217,구로구,F,70대이상,전자상거래,6.0,4.0
3218,구로구,F,70대이상,주유,8.0,9.0
3219,구로구,M,10대,가전/가구,12.0,12.0
3220,구로구,M,10대,가정생활/서비스,5.0,5.0
3221,구로구,M,10대,교육/학원,11.0,9.0
3222,구로구,M,10대,미용,9.0,8.0
3223,구로구,M,10대,스포츠/문화/레저,3.0,4.0
3224,구로구,M,10대,여행/교통,8.0,6.0
3225,구로구,M,10대,요식/유흥,2.0,1.0
3226,구로구,M,10대,유통,1.0,3.0
3227,구로구,M,10대,음/식료품,6.0,10.0
3228,구로구,M,10대,의료,7.0,11.0
3229,구로구,M,10대,의류/잡화,10.0,7.0
3230,구로구,M,10대,자동차,14.0,14.0
3231,구로구,M,10대,전자상거래,4.0,2.0
3232,구로구,M,10대,주유,13.0,13.0
3233,구로구,M,20대,가전/가구,12.0,12.0
3234,구로구,M,20대,가정생활/서비스,5.0,4.0
3235,구로구,M,20대,교육/학원,14.0,14.0
3236,구로구,M,20대,미용,10.0,11.0
3237,구로구,M,20대,스포츠/문화/레저,3.0,5.0
3238,구로구,M,20대,여행/교통,6.0,8.0
3239,구로구,M,20대,요식/유흥,2.0,1.0
3240,구로구,M,20대,유통,1.0,3.0
3241,구로구,M,20대,음/식료품,8.0,13.0
3242,구로구,M,20대,의료,7.0,6.0
3243,구로구,M,20대,의류/잡화,11.0,10.0
3244,구로구,M,20대,자동차,13.0,7.0
3245,구로구,M,20대,전자상거래,4.0,2.0
3246,구로구,M,20대,주유,9.0,9.0
3247,구로구,M,30대,가전/가구,13.0,7.0
3248,구로구,M,30대,가정생활/서비스,4.0,4.0
3249,구로구,M,30대,교육/학원,14.0,13.0
3250,구로구,M,30대,미용,10.0,14.0
3251,구로구,M,30대,스포츠/문화/레저,7.0,9.0
3252,구로구,M,30대,여행/교통,9.0,8.0
3253,구로구,M,30대,요식/유흥,2.0,1.0
3254,구로구,M,30대,유통,1.0,3.0
3255,구로구,M,30대,음/식료품,8.0,12.0
3256,구로구,M,30대,의료,5.0,5.0
3257,구로구,M,30대,의류/잡화,12.0,11.0
3258,구로구,M,30대,자동차,11.0,10.0
3259,구로구,M,30대,전자상거래,3.0,2.0
3260,구로구,M,30대,주유,6.0,6.0
3261,구로구,M,40대,가전/가구,14.0,9.0
3262,구로구,M,40대,가정생활/서비스,4.0,4.0
3263,구로구,M,40대,교육/학원,13.0,10.0
3264,구로구,M,40대,미용,10.0,14.0
3265,구로구,M,40대,스포츠/문화/레저,8.0,8.0
3266,구로구,M,40대,여행/교통,9.0,11.0
3267,구로구,M,40대,요식/유흥,2.0,1.0
3268,구로구,M,40대,유통,1.0,2.0
3269,구로구,M,40대,음/식료품,7.0,13.0
3270,구로구,M,40대,의료,5.0,5.0
3271,구로구,M,40대,의류/잡화,12.0,12.0
3272,구로구,M,40대,자동차,11.0,7.0
3273,구로구,M,40대,전자상거래,3.0,3.0
3274,구로구,M,40대,주유,6.0,6.0
3275,구로구,M,50대,가전/가구,13.0,8.0
3276,구로구,M,50대,가정생활/서비스,5.0,3.0
3277,구로구,M,50대,교육/학원,14.0,14.0
3278,구로구,M,50대,미용,10.0,13.0
3279,구로구,M,50대,스포츠/문화/레저,8.0,9.0
3280,구로구,M,50대,여행/교통,9.0,10.0
3281,구로구,M,50대,요식/유흥,2.0,1.0
3282,구로구,M,50대,유통,1.0,2.0
3283,구로구,M,50대,음/식료품,7.0,11.0
3284,구로구,M,50대,의료,4.0,5.0
3285,구로구,M,50대,의류/잡화,12.0,12.0
3286,구로구,M,50대,자동차,11.0,7.0
3287,구로구,M,50대,전자상거래,6.0,6.0
3288,구로구,M,50대,주유,3.0,4.0
3289,구로구,M,60대,가전/가구,13.0,9.0
3290,구로구,M,60대,가정생활/서비스,5.0,5.0
3291,구로구,M,60대,교육/학원,14.0,14.0
3292,구로구,M,60대,미용,11.0,13.0
3293,구로구,M,60대,스포츠/문화/레저,8.0,10.0
3294,구로구,M,60대,여행/교통,9.0,11.0
3295,구로구,M,60대,요식/유흥,2.0,2.0
3296,구로구,M,60대,유통,1.0,3.0
3297,구로구,M,60대,음/식료품,6.0,8.0
3298,구로구,M,60대,의료,4.0,4.0
3299,구로구,M,60대,의류/잡화,12.0,12.0
3300,구로구,M,60대,자동차,10.0,6.0
3301,구로구,M,60대,전자상거래,7.0,7.0
3302,구로구,M,60대,주유,3.0,1.0
3303,구로구,M,70대이상,가전/가구,12.0,7.0
3304,구로구,M,70대이상,가정생활/서비스,5.0,5.0
3305,구로구,M,70대이상,교육/학원,14.0,13.0
3306,구로구,M,70대이상,미용,9.0,14.0
3307,구로구,M,70대이상,스포츠/문화/레저,10.0,12.0
3308,구로구,M,70대이상,여행/교통,8.0,10.0
3309,구로구,M,70대이상,요식/유흥,2.0,3.0
3310,구로구,M,70대이상,유통,1.0,2.0
3311,구로구,M,70대이상,음/식료품,6.0,8.0
3312,구로구,M,70대이상,의료,3.0,1.0
3313,구로구,M,70대이상,의류/잡화,11.0,11.0
3314,구로구,M,70대이상,자동차,13.0,6.0
3315,구로구,M,70대이상,전자상거래,7.0,9.0
3316,구로구,M,70대이상,주유,4.0,4.0
3317,구로구,F,10대,가전/가구,9.0,12.0
3318,구로구,F,10대,가정생활/서비스,5.0,7.0
3319,구로구,F,10대,교육/학원,10.0,10.0
3320,구로구,F,10대,미용,11.0,8.0
3321,구로구,F,10대,스포츠/문화/레저,4.0,4.0
3322,구로구,F,10대,여행/교통,12.0,9.0
3323,구로구,F,10대,요식/유흥,1.0,1.0
3324,구로구,F,10대,유통,2.0,3.0
3325,구로구,F,10대,음/식료품,6.0,11.0
3326,구로구,F,10대,의료,7.0,5.0
3327,구로구,F,10대,의류/잡화,8.0,6.0
3328,구로구,F,10대,자동차,13.0,13.0
3329,구로구,F,10대,전자상거래,3.0,2.0
3330,구로구,F,20대,가전/가구,12.0,10.0
3331,구로구,F,20대,가정생활/서비스,6.0,4.0
3332,구로구,F,20대,교육/학원,11.0,12.0
3333,구로구,F,20대,미용,10.0,9.0
3334,구로구,F,20대,스포츠/문화/레저,5.0,8.0
3335,구로구,F,20대,여행/교통,7.0,6.0
3336,구로구,F,20대,요식/유흥,1.0,2.0
3337,구로구,F,20대,유통,2.0,3.0
3338,구로구,F,20대,음/식료품,9.0,11.0
3339,구로구,F,20대,의료,4.0,5.0
3340,구로구,F,20대,의류/잡화,8.0,7.0
3341,구로구,F,20대,자동차,14.0,14.0
3342,구로구,F,20대,전자상거래,3.0,1.0
3343,구로구,F,20대,주유,13.0,13.0
3344,구로구,F,30대,가전/가구,13.0,10.0
3345,구로구,F,30대,가정생활/서비스,5.0,4.0
3346,구로구,F,30대,교육/학원,10.0,6.0
3347,구로구,F,30대,미용,12.0,11.0
3348,구로구,F,30대,스포츠/문화/레저,8.0,8.0
3349,구로구,F,30대,여행/교통,7.0,7.0
3350,구로구,F,30대,요식/유흥,2.0,3.0
3351,구로구,F,30대,유통,1.0,2.0
3352,구로구,F,30대,음/식료품,6.0,13.0
3353,구로구,F,30대,의료,4.0,5.0
3354,구로구,F,30대,의류/잡화,9.0,9.0
3355,구로구,F,30대,자동차,14.0,14.0
3356,구로구,F,30대,전자상거래,3.0,1.0
3357,구로구,F,30대,주유,11.0,12.0
3358,구로구,F,40대,가전/가구,13.0,9.0
